type	drugbank_id	name	cal_logp	cal_logs	cal_water_solubility	cal_molecular_weight	cal_polar_surface_area	cal_refractivity	cal_polarizability	cal_rotatable_bond_count	cal_h_bond_acceptor_count	cal_h_bond_donor_count	cal_pka_acidic	cal_pka_basic	cal_physiological_charge	cal_number_of_rings	cal_bioavailability	cal_rule_of_five	exp_molecular_weight	exp_logp	exp_pka	half_life
small molecule	DB03262	Al-6619, [2h-Thieno[3,2-E]-1,2-Thiazine-6-Sulfonamide,2-(3-Hydroxyphenyl)-3-(4-Morpholinyl)-, 1,1-Dioxide]	0.96	-3.5	1.46e-01 g/l	457.544	130.24	108.92	44.46	4	7	2	8.12	4.31	0	4	1	true				
small molecule	DB03263	Thiocellobiose	-2.9	0.08	4.31e+02 g/l	358.362	180.3	74.69	33.68	4	10	8	11.29	-3	0	2	1					
small molecule	DB03264	Dodecyl-Coa	1.35	-2.6	2.59e+00 g/l	949.837	363.63	218.24	92.45	30	17	9	0.83	4.95	-4	3	0					
small molecule	DB03266	Pentanedial	0.93	-0.19	6.40e+01 g/l	100.1158	34.14	26.29	10.33	4	2	0	14.48	-6.6	0	0	1	true				
small molecule	DB03267	1-Allyl-3-Butyl-8-(N-Acetyl-4-Aminobenzyl)-Xanthine	2.69	-3.4	1.60e-01 g/l	395.4549	98.4	112	42.91	8	4	2	7.86	-0.69	0	3	1	true				
small molecule	DB03268	RU82197	2.8	-5.6	1.45e-03 g/l	555.6209	132.88	154.46	59.82	10	6	3	4.15	-1.4	-1	4	1					
small molecule	DB03269	4-Deoxy-4-((5-Hydroxymethyl-2,3,4-Trihydroxycyclohex-5,6-Enyl)Amino)Fructose	-2.2	-0.28	1.68e+02 g/l	321.3236	162.87	72.78	31.06	3	9	8	11.31	6.73	0	2	1					
small molecule	DB03270	2,6-Difluorobenzenesulfonamide	1.24	-2.1	1.62e+00 g/l	193.171	60.16	38.65	14.84	1	2	1	7.36		0	1	1	true				
small molecule	DB03271	7,8-Dihydro-L-Biopterin	-1.6	-2.2	1.63e+00 g/l	239.2312	132.33	68.31	23.11	2	7	5	10.81	3.67	0	2	1	true				
small molecule	DB03272	4-Bromo-3-(5'-Carboxy-4'-Chloro-2'-Fluorophenyl)-1-Methyl-5-Trifluoromethyl-Pyrazol	4.21	-4.6	1.04e-02 g/l	401.539	55.12	85.48	28.92	3	3	1	3.11	0.44	-1	2	1	true				
small molecule	DB03273	3'-Oxo-Adenosine	-1.8	-1.3	1.36e+01 g/l	265.2254	136.38	62.43	24.27	2	8	3	11.71	4.99	0	3	1	true				
small molecule	DB03274	2'-5'dideoxyuridine	-0.92	-0.36	9.36e+01 g/l	212.2026	78.87	49.51	20.2	1	4	2	9.71	-3.2	0	2	1	true				
small molecule	DB03275	2-Amino-3-Mercapto-Propionamide	-0.77	-0.81	1.87e+01 g/l	120.173	69.11	30.05	11.75	2	2	3	9.98	8.08	1	0	1	true				
small molecule	DB03276	4-[(10s,14s,18s)-18-(2-Amino-2-Oxoethyl)-14-(1-Naphthylmethyl)-8,17,20-Trioxo-7,16,19-Triazaspiro[5.14]Icos-11-En-10-Yl]Benzylphosphonic Acid	2.54	-5.9	8.25e-04 g/l	688.7496	187.92	186.91	71.18	7	7	6	1.74	-0.21	-1	5	0					
small molecule	DB03277	Amylotriose	-2.7	0.04	5.54e+02 g/l	504.4371	268.68	100.75	47.46	7	16	11	11.22	-3.6	0	3	0					
small molecule	DB03278	D-Treitol	-2	0.98	1.16e+03 g/l	122.1198	80.92	26.48	11.62	3	4	4	13.04	-3	0	0	1	true				
small molecule	DB03279	Dodecyl-Alpha-D-Maltoside	1.43	-2.4	2.28e+00 g/l	510.6154	178.53	123.77	57.47	16	11	7	11.94	-3	0	2	0					
small molecule	DB03280	P1-(5'-Adenosyl)P5-(5'-Thymidyl)Pentaphosphate	0.44	-2.1	6.30e+00 g/l	891.3541	440.06	169.19	69.54	16	21	10	0.42	5	-5	5	0					
small molecule	DB03281	2'-Deoxymaltose	-3.2	0.22	5.45e+02 g/l	326.2971	169.3	66.83	30.67	4	10	7	11.98	-3	0	2	1					
small molecule	DB03283	beta-L-fucose	-2.4	0.7	8.27e+02 g/l	164.1565	90.15	34.38	15.28	0	5	4	11.3	-3.6	0	1	1	true				
small molecule	DB03284	2,6-Anhydro-3-Deoxy-D-Erythro-Hex-2-Enonic Acid	-1.1	0.23	2.74e+02 g/l	160.1247	86.99	35.12	14.02	1	5	3	3.45	-3.4	-1	1	1	true				
small molecule	DB03285	2',4,4'-Trihydroxychalcone	3.04	-3.7	5.51e-02 g/l	256.2534	77.76	72.82	26.66	3	4	3	7.75	-5.9	0	2	1	true				
small molecule	DB03286	C-(1-Azido-Alpha-D-Glucopyranosyl) Formamide	-1.4	-0.66	5.46e+01 g/l	250.2093	165.83	51.3	21.61	3	9	6	11.92	7.51	1	1	1					
small molecule	DB03287	4-(2-Amino-Ethoxy)-2-[(3-Hydroxy-2-Methyl-5-Phosphonooxymethyl-Pyridin-4-Ylmethyl)-Amino]-but-3-Enoic Acid	-2	-3	4.36e-01 g/l	391.3135	184.46	91.08	36.62	11	10	6	1.08	9.6	-1	1	0					
small molecule	DB03288	5-Chloro-1h-Indole-2-Carboxylic Acid{[Cyclopentyl-(2-Hydroxy-Ethyl)-Carbamoyl]-Methyl}-Amide	2.24	-3.1	2.87e-01 g/l	365.854	88.59	97.56	39.39	7	4	4	12.21	7.75	1	3	1	true				
small molecule	DB03289	Thiarsa Dihydroxy Cysteine																				
small molecule	DB03290	L-Naphthyl-1-Acetamido Boronic Acid Alanine	-1.4	-4	3.74e-02 g/l	361.177	142.11	89.69	37.07	8	7	5	1.89	8.34	-1	2	1	true				
small molecule	DB03291	4-Deoxy-4-Amino-Beta-D-Glucose	-2.7	0.48	5.37e+02 g/l	179.1711	116.17	37.58	16.91	1	6	5	11.32	8.18	1	1	1	true				
small molecule	DB03292	D-2-Amino-3-Phosphono-Propionic Acid	-2.5	-0.69	3.47e+01 g/l	169.0731	120.85	31.08	12.99	3	6	4	1.4	9.83	-1	0	1	true				
small molecule	DB03293	9-Methyl Uric Acid	-1.1	-1.7	3.60e+00 g/l	182.1368	90.54	50.53	15.67	0	3	3	7.63	-6.2	0	2	1	true				
small molecule	DB03294	1-Methyl-3-Oxo-1,3-Dihydro-Benzo[C]Isothiazole-5-Sulfonic Acid Amide	0.66	-1.8	3.96e+00 g/l	244.291	80.47	69.22	22.8	1	4	1	10.07	-5.2	0	2	1	true				
small molecule	DB03295	Glutathionylspermidine	-2.3	-3.9	5.66e-02 g/l	434.554	188.67	110.88	47.51	17	8	8	1.94	10.75	2	0	0					
small molecule	DB03296	Lactose Sialic Acid	-2.7	-0.73	1.17e+02 g/l	633.5511	335.08	128.61	58.51	11	19	13	2.84	-3.6	-1	3	0					
small molecule	DB03297	Benzylsulfinic Acid	0.64	-1.3	8.47e+00 g/l	156.202	37.3	40.24	15.39	2	2	1	0.088		-1	1	1	true				
small molecule	DB03298	Phenylphosphate	0.67	-1.4	7.64e+00 g/l	174.0911	66.76	38.91	14.19	2	3	2	1.79		-2	1	1	true				
small molecule	DB03299	N-Succinyl Phenylglycine	0.41	-2.3	1.19e+00 g/l	251.2353	103.7	60.7	23.99	6	5	3	3.46	-2	-2	1	1	true				
small molecule	DB03300	Pterin Cytosine Dinucleotide	0.41	-2.8	1.18e+00 g/l	696.501	317.71	152.42	59.96	9	17	9	1.86	-0.56	-3	5	0					
small molecule	DB03301	2-Allyl-6-Methyl-Phenol	2.72	-2	1.35e+00 g/l	148.2017	20.23	47.37	16.89	2	1	1	9.7	-6	0	1	1	true				
small molecule	DB03302	4,5,6,7-Tetrachloro-3h-Isobenzofuran-1-One	4.15	-4.7	5.02e-03 g/l	271.912	26.3	55.86	21.65	0	1	0	14.27	-7	0	2	1	true				
small molecule	DB03303	D-2-Keto-3-Deoxygluconate	-2.5	0.15	2.55e+02 g/l	180.1559	118.22	37.17	16.49	5	6	5	3.57	-3	-1	0	1	true				
small molecule	DB03304	7-Deaza-7-Aminomethyl-Guanine	-1.4	-1.8	2.93e+00 g/l	178.1713	110.68	47.27	17.04	1	5	3	8.03	9.08	1	2	1	true				
small molecule	DB03305	N5-Iminoethyl-L-Ornithine	-3.5	-2	1.86e+00 g/l	173.2129	99.2	55.12	18.56	5	5	4	2.53	12.82	1	0	1	true				
small molecule	DB03306	RU78300	-0.02	-1.8	3.87e+00 g/l	232.1272	93.06	51.96	19.1	4	5	2	1.59	-4.9	-2	1	1	true				
small molecule	DB03307	4-[(6-Amino-4-Pyrimidinyl)Amino]Benzenesulfonamide	-0.31	-2.8	4.39e-01 g/l	265.292	123.99	68.69	25.77	3	6	3	10.75	6.38	0	2	1	true				
small molecule	DB03308	L-Leucyl-Hydroxylamine	-0.42	-0.4	5.86e+01 g/l	146.1876	75.35	37.76	15.61	3	3	3	8.9	7.89	1	0	1	true				
small molecule	DB03309	N-Cyclohexyltaurine	-1.1	-1.7	3.97e+00 g/l	207.29	66.4	50.39	21.87	4	4	2	-1.1	9.88	0	1	1	true				
small molecule	DB03310	Oxidized Glutathione Disulfide	-3.6	-3.2	4.06e-01 g/l	612.631	317.64	136.65	57.54	21	14	10	1.44	9.61	-2	0	0					
small molecule	DB03311	3-(3,5-Dibromo-4-Hydroxy-Benzoyl)-2-Ethyl-Benzofuran-6-Sulfonic Acid [4-(Thiazol-2-Ylsulfamoyl)-Phenyl]-Amide	5.08	-5	6.55e-03 g/l	741.448	155.67	160.72	63.83	7	7	3	5.1	0.59	-2	5	0					
small molecule	DB03312	5-Bromovinyldeoxyuridine	-0.47	-1.7	7.34e+00 g/l	333.135	99.1	67.68	27.85	3	5	3	9.34	-3	0	2	1	true				
small molecule	DB03313	Cephalosporin C	-1.5	-3.3	2.09e-01 g/l	416.426	177.95	106.72	40.33	10	7	4	1.84	9.22	-1	2	1	true				
small molecule	DB03314	Fluorotryptophane	-1	-2.3	1.21e+00 g/l	222.2156	79.11	56.42	21.31	3	3	3	2.12	9.4	0	2	1	true				
small molecule	DB03315	Guanosine-3'-Monophosphate	-2	-2	3.51e+00 g/l	363.2206	201.75	75.49	30.55	4	10	6	0.78	1.67	-2	3	0					
small molecule	DB03316	1,4-Diethylene Dioxide	-0.23	0.51	2.83e+02 g/l	88.1051	18.46	22.09	8.97	0	2	0		-3.9	0	1	1	true				
small molecule	DB03317	Heme C	4.28	-2.8	9.40e-01 g/l	618.503	89.25	174.1	70.53	6	7	2	3.17	9.05	-1	8	1					
small molecule	DB03318	6-Hydro-1-Methyladenosine-5'-Monophosphate	-2.3	-2	3.97e+00 g/l	363.2637	175.89	79.48	32.5	4	10	5	1.45	7.13	-1	3	1	true				
small molecule	DB03319	(S)-ATPA	-0.32	-2.9	4.19e-01 g/l	227.2371	116.86	90.08	22.29	4	4	1	1.98	8.89	-1	1	1	true				
small molecule	DB03320	3-Amino-Alanine	-2.9	0.1	1.77e+02 g/l	105.1158	90.96	34.99	10.22	2	3	3	2.1	9.57	0	0	1	true				
small molecule	DB03321	4-Amino-2-Deoxy-2,3-Dehydro-N-Neuraminic Acid	-3	-0.7	5.80e+01 g/l	290.2698	162.34	65.77	27.57	5	8	6	3.3	8.44	0	1	1					
small molecule	DB03322	1-(Isopropylamino)-3-(1-Naphthyloxy)-2-Propanol	3.03	-3.5	7.94e-02 g/l	259.3434	41.49	76.83	30.03	6	3	2	14.09	9.67	1	2	1	true				
small molecule	DB03323	Maltose	-3	0.23	5.86e+02 g/l	342.2965	189.53	68.34	31.19	4	11	8	11.25	-3	0	2	0					
small molecule	DB03325	Tyrosyladenylate	-0.71	-2.4	2.15e+00 g/l	509.493	238.03	118.74	48.24	7	13	6	2.74	6.42	-1	4	0					
small molecule	DB03326	deoxycytidylyl-3',5'-guanosine	-2.2	-2.3	2.91e+00 g/l	556.4232	258.67	123.24	50.02	8	13	6	2.04	1.4	-1	5	0					
small molecule	DB03327	{1-[(3-Hydroxy-Methyl-5-Phosphonooxy-Methyl-Pyridin-4-Ylmethyl)-Amino]-Ethyl}-Phosphonic Acid	-0.7	-1.9	3.98e+00 g/l	356.206	169.44	76.74	30.62	7	9	6	-0.6	8.79	-3	1	1					
small molecule	DB03328	dioxothiomolybdenum(VI) ion	-0.3			161.01	34.14	9.44	7.48	0	2	1	8.65		0	0	1	true				
small molecule	DB03329	2-Pyridinethiol	1.24	-1.5	3.37e+00 g/l	111.165	12.89	32.22	11.34	0	1	1	7.64	0.5	0	1	1	true				
small molecule	DB03330	S-(N-Hydroxy-N-Iodophenylcarbamoyl)Glutathione	-2	-3.5	1.63e-01 g/l	570.356	202.52	128.66	48.09	13	10	7	1.77	9.31	-1	1	0					
small molecule	DB03331	N-Naphthalen-1-Ylmethyl-2'-[3,5-Dimethoxybenzamido]-2'-Deoxy-Adenosine	2.62	-4.5	1.82e-02 g/l	570.5958	152.88	154.45	59.93	9	10	4	13.3	4.85	0	6	1					
small molecule	DB03332	5,6-Cyclic-Tetrahydropteridine	-1.6	-1.7	4.26e+00 g/l	223.1888	109.05	61.18	20	0	5	3	11.08	4.19	0	3	1	true				
small molecule	DB03333	(4-sulfamoyl-phenyl)-thiocarbamic acid O-(2-thiophen-3-yl-ethyl) ester	3.22	-4.8	5.12e-03 g/l	342.457	81.42	89.17	34.36	6	3	2	10.16	-2.2	0	2	1	true				
small molecule	DB03335	1-Bromopropane-2-Ol	0.76	-0.35	6.18e+01 g/l	138.991	20.23	25.01	10.23	1	1	1	14.73	-2.9	0	0	1	true				
small molecule	DB03336	BIA	3.7	-4	4.34e-02 g/l	439.3851	109.83	108.4	41.6	7	7	2	4.92	7.04	0	3	1	true				
small molecule	DB03337	1-(2-Amidinophenyl)-3-(Phenoxyphenyl)Urea	3.16	-4.2	2.10e-02 g/l	346.3825	100.23	113.97	36.12	5	3	4	11.81	11.19	1	3	1	true				
small molecule	DB03338	Heptyl-Beta-D-Glucopyranoside	0.72	-0.94	3.21e+01 g/l	278.3419	99.38	68.35	31	8	6	4	12.21	-3	0	1	1	true				
small molecule	DB03339	3-Iodo-Benzyl Alcohol	1.95	-2.9	3.29e-01 g/l	234.0344	20.23	46.24	17.33	1	1	1	14.93	-2.8	0	1	1	true				
small molecule	DB03340	3-[(1-Amino-2-Carboxy-Ethyl)-Hydroxy-Phosphinoyl]-2-Methyl-Propionic Acid	-2.4	-0.92	2.90e+01 g/l	239.1629	137.92	49.69	20.52	6	7	4	-0.07	10.01	-2	0	1	true				
small molecule	DB03341	Coa-S-Acetyl 5-Bromotryptamine	0.49	-2.7	2.04e+00 g/l	1046.67	391.45	228.42	93	24	17	11	0.82	4.95	-4	5	0					
small molecule	DB03342	4-(Acetylamino)-3-Guanidinobenzoic Acid	-2.3	-2.3	1.28e+00 g/l	238.2432	130.47	64.51	23.86	4	6	5	4.78	5.91	-1	1	1	true				
small molecule	DB03343	Malate Like Intermediate	-1	0.61	6.91e+02 g/l	132.0716	103.65	57.9	10.01	2	5	2	3.1	-4	-2	0	1	true				
small molecule	DB03344	Inositol-(1,3,4,5,6)-Pentakisphosphate	-0.14	-1.6	1.34e+01 g/l	580.0554	354.03	90.14	38.08	10	16	11	0.19		-10	1	0					
small molecule	DB03345	Beta-Mercaptoethanol	0.11	-0.43	2.92e+01 g/l	78.133	20.23	20.74	8.19	1	1	2	9.97	-2.5	0	0	1	true			9.72 (at 25 °C)	
small molecule	DB03346	3,5,3',5'-Tetrachloro-Biphenyl-4,4'-Diol	6.22	-5	3.59e-03 g/l	323.987	40.46	74.38	28.98	1	2	2	6.11	-7.5	-2	2	1					
small molecule	DB03347	Triethyl Phosphate	0.71	-1.1	1.59e+01 g/l	182.1547	44.76	42.34	17.86	6	1	0		-9.1	0	0	1	true				
small molecule	DB03348	Huperzine B	1.31	-3.1	1.88e-01 g/l	256.3428	41.13	78.06	28.43	0	2	2	11.22	9.77	1	4	1	true				
small molecule	DB03349	8-Bromo-Adenosine-5'-Monophosphate	-2.5	-2.1	3.26e+00 g/l	426.117	186.07	81.69	32.87	4	10	5	1.22	4	-2	3	1	true				
small molecule	DB03350	Cobalt Hexammine Ion	-2.4			155.0687	156.12	31.7	12.11	0	6	6		4.85	3	0	1					
small molecule	DB03351	Sri-9439	2.09	-4.1	2.67e-02 g/l	331.3745	115.63	101.65	35.57	3	7	3	16.06	5.14	0	4	1	true				
small molecule	DB03352	S-Arsonocysteine	-3	-0.78	4.04e+01 g/l	245.086	120.85	34.01	17.38	4	6	4	1.1	9.22	-1	0	1	true				
small molecule	DB03353	2-Iminobiotin	-0.43	-2.3	1.17e+00 g/l	243.326	85.21	72.52	25.5	5	5	4	4.43	11.41	0	2	1	true				
small molecule	DB03354	2-(Beta-D-Glucopyranosyl)-5-Methyl-1,3,4-Oxadiazole	-1.6	-0.7	4.87e+01 g/l	246.2173	129.07	53.94	23.34	2	7	4	12.4	-1.7	0	2	1	true				
small molecule	DB03355	5'-O-(N-(L-Threonyl)-Sulfamoyl)Adenosine	-1.5	-1.9	5.12e+00 g/l	447.424	238.03	98.1	41.05	6	13	6	2.71	6.32	-1	3	0					
small molecule	DB03357	(S)-Mandelic Acid	0.66	-0.96	1.68e+01 g/l	152.1473	57.53	38.7	14.66	2	3	2	3.75	-4.1	-1	1	1	true		0.62	3.41 (at 25 °C)	
small molecule	DB03358	7n-Methyl-8-Hydroguanosine-5'-Triphosphate	-0.74	-1.7	1.15e+01 g/l	539.2229	283.47	112.01	41.97	8	15	8	0.89	4.28	-3	3	0					
small molecule	DB03359	M-(N,N,N-Trimethylammonio)-2,2,2-Trifluoro-1,1-Dihydroxyethylbenzene	-0.62	-4.5	8.72e-03 g/l	250.2375	40.46	69.08	22.47	3	2	2	7.53	-5.9	1	1	1	true				
small molecule	DB03360	N-Acetylproline	-0.51	0.52	5.17e+02 g/l	157.1671	57.61	37.63	15.45	1	3	1	3.89	-1.1	-1	1	1	true				
small molecule	DB03361	2-{(9as)-9a-[(1s)-1-Hydroxyethyl]-2,7-Dimethyl-9a,10-Dihydro-5h-Pyrimido[4,5-D][1,3]Thiazolo[3,2-a]Pyrimidin-8-Yl}Ethyl Trihydrogen Diphosphate	0.36	-2.2	2.87e+00 g/l	468.359	174.57	110.35	41.75	7	10	5	2.06	4.89	-2	3	1	true				
small molecule	DB03362	N-Dimethyl-Lysine	-1.6	-0.01	1.70e+02 g/l	174.2407	66.56	47.88	19.87	6	4	2	2.84	9.98	1	0	1	true				
small molecule	DB03363	3-Acetylpyridine Adenine Dinucleotide	-0.92	-2.5	2.11e+00 g/l	662.437	295.07	142.2	57.07	11	15	6	1.86	5	-1	5	0					
small molecule	DB03364	N-Carbamyl-D-Methionine	-0.88	-1.2	1.28e+01 g/l	192.236	92.42	45.71	18.78	5	3	3	3.94	-2.3	-1	0	1	true				
small molecule	DB03365	4-[3-Hydroxyanilino]-6,7-Dimethoxyquinazoline	3.1	-3.4	1.33e-01 g/l	297.3086	76.5	82.51	31.05	4	6	2	9.67	4.62	0	3	1	true				
small molecule	DB03367	PF-00356231	4.44	-5.9	4.88e-04 g/l	428.503	79.29	120.11	46.01	7	4	2	4.46	5.19	-1	4	1	true				
small molecule	DB03368	5-Methyl-5-(4-Phenoxy-Phenyl)-Pyrimidine-2,4,6-Trione	2.75	-4.3	1.39e-02 g/l	310.3041	84.5	81.39	30.41	3	3	2	8.14	-8.7	0	3	1	true				
small molecule	DB03369	9-Aminophenanthrene	3.65	-4.5	5.81e-03 g/l	193.2438	26.02	63.66	21.86	0	1	1		3.8	0	3	1	true				
small molecule	DB03370	FR239087	2.63	-4	3.77e-02 g/l	342.22	81.14	86.58	33.73	6	3	2	13.88	3.53	0	2	1	true				
small molecule	DB03371	Modified Ribosylated Glutamyl Ester	-2.5	-0.2	1.91e+02 g/l	299.2502	162.7	59.23	27.14	7	9	6	1.79	9.28	0	1	1					
small molecule	DB03372	3-Mercapto-1-(1,3,4,9-Tetrahydro-B-Carbolin-2-Yl)-Propan-1-One	2.56	-4.3	1.40e-02 g/l	260.355	36.1	75.58	29.01	2	1	2	10.12	-1.2	0	3	1	true				
small molecule	DB03373	ZK-806711	4.83	-5.3	2.22e-03 g/l	454.5667	102.96	156.1	50.51	5	6	3		12.45	3	5	1	true				
small molecule	DB03374	3,5-Diiodotyrosine	-0.7	-2.9	5.19e-01 g/l	432.9816	83.55	73.82	29.1	3	4	3	0.48	9.45	0	1	1	true				
small molecule	DB03376	'5'-O-(N-(L-Alanyl)-Sulfamoyl)Adenosine	-1.4	-2	4.58e+00 g/l	417.398	217.8	92.14	38.21	5	12	5	2.75	6.76	-1	3	0					
small molecule	DB03378	4-Amino-1-[(1s,3r,4r,7s)-7-Hydroxy-1-(Hydroxymethyl)-2,5-Dioxabicyclo[2.2.1]Hept-3-Yl]-5-Methylpyrimidin-2(1h)-One																				
small molecule	DB03379	2-Carboxyethylphosphonic Acid	-2.5	-0.75	2.74e+01 g/l	154.0584	94.83	28.09	11.81	3	5	3	1.8		-2	0	1	true				
small molecule	DB03380	L-Tyrosinamide	-0.65	-1.8	2.98e+00 g/l	180.2038	89.34	48.92	18.56	3	3	3	9.52	8.03	1	1	1	true				
small molecule	DB03381	Hexadecanal	7.18	-6.6	5.88e-05 g/l	240.4247	17.07	76.16	33.39	14	1	0	15.56	-6.9	0	0	0					
small molecule	DB03382	S-Oxy Cysteine	-3	0.54	4.70e+02 g/l	136.15	80.39	28.88	11.78	3	4	2	1.42	8.38	0	0	1	true				
small molecule	DB03383	5-Chloro-1h-Indole-2-Carboxylic Acid [1-(4-Fluorobenzyl)-2-(4-Hydroxypiperidin-1yl)-2-Oxoethyl]Amide	2.97	-4.3	2.23e-02 g/l	443.898	85.43	116.56	44.62	5	3	3	12.24	-2	0	4	1	true				
small molecule	DB03384	Fica	2.22	-4	2.62e-02 g/l	238.281	44.89	63.69	24.36	3	1	3	10.07	-1.5	0	2	1	true				
small molecule	DB03385	4-Methylimidazole	0.1	0.85	5.78e+02 g/l	81.0959	25.78	22.97	8.31	0	2	0		2.85	0	1	1	true				
small molecule	DB03386	4-Fluorotryptophane	-0.9	-2.1	1.59e+00 g/l	222.2156	79.11	56.42	21.05	3	3	3	2.18	9.36	0	2	1	true				
small molecule	DB03387	N-Hydroxy-N-Isopropyloxamic Acid	0.02	-0.8	2.35e+01 g/l	147.1293	77.84	32.09	13.22	2	4	2	2.79	-6	-1	0	1	true				
small molecule	DB03388	3-[(2,4-Dichlorobenzoyl)(Isopropyl)Amino]-5-Phenylthiophene-2-Carboxylic Acid	5.37	-6.2	2.76e-04 g/l	434.336	57.61	112.55	42.65	5	3	1	3.56	-3.2	-1	3	1					
small molecule	DB03389	alpha-D-Xylopyranose	-2.6	0.91	1.22e+03 g/l	150.1299	90.15	29.96	13.18	0	5	4	11.31	-3.5	0	1	1	true				
small molecule	DB03390	N-Propyl-Tartramic Acid	-1.2	-0.28	1.00e+02 g/l	191.1818	106.86	42.2	18.24	5	5	4	3.69	-4.1	-1	0	1	true				
small molecule	DB03391	Chromophore (Met-Tyr-Gly)	1.21	-3.3	1.57e-01 g/l	333.405	95.99	92.09	35.67	7	5	2	9.25	7.85	1	2	1	true				
small molecule	DB03392	(3,4,5-Trihydroxy-6-Hydroxymethyl-Tetrahydro-Pyran-2-Yl)-Phosphoramidic Acid Dimethyl Ester	-2.3	-0.95	3.26e+01 g/l	287.2042	137.71	57.71	25.13	5	6	5	12.33	-3	0	1	1	true				
small molecule	DB03393	(3s,6s,9r,10r,11s,12s,13e,15e,18s,21s)-18-{(1e,3e,7s,8s)-9-[(2s,3r,4s,5s,6r,9s,11s)-9-Ethyl-4-Hydroxy-3,5,11-Trimethyl-8-Oxo-1-Oxa-7-Azaspiro[5.5]Undec-2-Yl]-8-Hydroxy-1,7-Dimethylnona-1,3-Dienyl}-10,12-Dihydroxy-3-(3-Hydroxybenzyl)-6-Isopropyl-11-Methyl-	4.52	-5	1.14e-02 g/l	1090.3902	273.39	310.58	120.51	15	13	9	9.45	0.82	0	5	0					
small molecule	DB03395	Enalkiren	2.47	-4.7	1.22e-02 g/l	656.8557	191.69	180.16	72.65	18	8	7	12.03	9.58	1	3	0					
small molecule	DB03396	(E)-(2r,3r,4s,5r)-3,4,5-Trihydroxy-2-Methoxy-8,8-Dimethyl-Non-6-Enoic Acid ((3s,6r)-6-Hydroxy-2-Oxo-Azepan-3-Yl)-Amide	-0.69	-1.6	1.09e+01 g/l	388.4559	148.35	97.96	39.63	8	7	6	12.15	-2.9	0	1	1					
small molecule	DB03397	Uridine-Diphosphate-N-Acetylglucosamine	-1.4	-1.7	1.14e+01 g/l	607.3537	300.41	117.56	49.62	10	14	9	1.74	-3.5	-2	3	0					
small molecule	DB03399	Ethyl Isocyanide	1.58	-1.9	1.08e+00 g/l	56.0864	4.36	17.46	6.57	0	0	0	16.27		1	0	1	true				
small molecule	DB03400	3-(P-Tolyl)Propionic Acid	2.2	-2.5	4.93e-01 g/l	164.2011	37.3	47.01	18.19	3	2	1	4.85		-1	1	1	true				
small molecule	DB03401	D-Myo-Inositol-1,4,5-Triphosphate	-0.86	-1.4	1.48e+01 g/l	420.0956	260.97	68.39	29.6	6	12	9	0.54	-3.7	-6	1	0					
small molecule	DB03402	1,2-Di-1-(3,7,11,15-Tetramethyl-Hexadecane)-Sn-Glycero-3-Phosphate	9.73	-7.2	5.11e-05 g/l	733.1369	85.22	215.45	94.11	36	5	2	1.25	-3.9	-2	0	0					
small molecule	DB03403	Cytidine-5'-Monophosphate	-2	-1.3	1.63e+01 g/l	323.1965	175.14	65.42	27.03	4	9	5	1.23	-0.62	-2	2	1	true				
small molecule	DB03404	6,7-Dicarboxyl-1,2,3,4,5,8-Hexamethylhemin	-0.45	-5.4	2.57e-03 g/l	536.36	92.22	143.17	58.74	2	4	2	2.42		0	8	1					
small molecule	DB03405	1-[N[(Phenylmethoxy)Carbonyl]-L-Leucyl-4-[[N/N-[(Phenylmethoxy)Carbonyl]-/Nl-Leucyl]Amino]-3-Pyrrolidinone/N	2.89	-5.1	4.50e-03 g/l	594.6985	143.14	158.89	64.11	15	5	3	12.3	-3.4	0	3	0					
small molecule	DB03406	O1-Methyl-4-Deoxy-4-Thio-Alpha-D-Glucose	-0.79	-0.71	4.06e+01 g/l	210.248	79.15	46.88	20.36	2	5	4	9.5	-3	0	1	1	true				
small molecule	DB03407	4-Nitrocatechol	1.26	-1.3	7.76e+00 g/l	155.1082	86.28	37.34	13.07	1	4	2	7.17	-6.4	0	1	1	true		1.66		
small molecule	DB03408	Gamma-Glutamylcysteine	-2.5	-2	2.62e+00 g/l	250.272	129.72	56.31	23.69	7	6	5	1.91	9.24	-1	0	1	true				
small molecule	DB03409	Octahydroindole-2-Carboxylic Acid	-1.1	-1.2	1.09e+01 g/l	169.2209	49.33	44.28	18.52	1	3	2	2.09	11.64	0	2	1	true				
small molecule	DB03410	4-hydroxycoumarin	0.75	-1.7	3.55e+00 g/l	162.1421	46.53	52.57	15.32	0	3	1	7.79	-5.5	0	2	1	true				
small molecule	DB03411	2-Hydroxymethyl-Pyrrolidine-3,4-Diol	-1.8	0.69	6.59e+02 g/l	133.1457	72.72	30.61	13.1	1	4	4	13.32	9.36	1	1	1	true				
small molecule	DB03412	6-Hydroxy-L-Norleucine	-2.9	-0.16	1.01e+02 g/l	147.1723	83.55	36.15	15.55	5	4	3	2.46	9.53	0	0	1	true				
small molecule	DB03413	Deoxyuridine-5'-Diphosphate	-0.99	-1.7	8.03e+00 g/l	388.1618	192.16	72.8	30.23	6	9	5	1.77	-3.2	-2	2	1	true				
small molecule	DB03414	5-Thio-a/B-D-Mannopyranosylamine	-2.5	0.08	2.35e+02 g/l	195.237	106.94	43.93	18.79	1	5	5	12.77	7.1	1	1	1	true				
