drugbank_id	name	type	groups	atc_codes	categories	inchikey	inchi	description
DB03105	5-Hydroxy Norvaline	small molecule	experimental			InChIKey=CZWARROQQFCFJB-BYPYZUCNSA-N	InChI=1S/C5H11NO3/c6-4(5(8)9)2-1-3-7/h4,7H,1-3,6H2,(H,8,9)/t4-/m0/s1	
DB03106	Myo-Inositol	small molecule	experimental			InChIKey=CDAISMWEOUEBRE-CDRYSYESSA-N	InChI=1S/C6H12O6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-12H/t1-,2-,3+,4+,5-,6-	An isomer of glucose that has traditionally been considered to be a B vitamin although it has an uncertain status as a vitamin and a deficiency syndrome has not been identified in man. (From Martindale, The Extra Pharmacopoeia, 30th ed, p1379) Inositol phospholipids are important in signal transduction. [PubChem]
DB03107	Beta-Alanine	small molecule	experimental			InChIKey=UCMIRNVEIXFBKS-UHFFFAOYSA-N	InChI=1S/C3H7NO2/c4-2-1-3(5)6/h1-2,4H2,(H,5,6)	An amino acid formed in vivo by the degradation of dihydrouracil and carnosine. Since neuronal uptake and neuronal receptor sensitivity to beta-alanine have been demonstrated, the compound may be a false transmitter replacing GAMMA-AMINOBUTYRIC ACID. A rare genetic disorder, hyper-beta-alaninemia, has been reported. [PubChem]
DB03108	4-Phospho-D-Erythronate	small molecule	experimental			InChIKey=ZCZXOHUILRHRQJ-STHAYSLISA-N	InChI=1S/C4H9O8P/c5-2(3(6)4(7)8)1-12-13(9,10)11/h2-3,5-6H,1H2,(H,7,8)(H2,9,10,11)/t2-,3+/m0/s1	
DB03109	N-Acetyl-D-Allosamine	small molecule	experimental			InChIKey=OVRNDRQMDRJTHS-JAJWTYFOSA-N	InChI=1S/C8H15NO6/c1-3(11)9-5-7(13)6(12)4(2-10)15-8(5)14/h4-8,10,12-14H,2H2,1H3,(H,9,11)/t4-,5-,6+,7-,8-/m1/s1	
DB03110	2-Chlorophenol	small molecule	experimental			InChIKey=ISPYQTSUDJAMAB-UHFFFAOYSA-N	InChI=1S/C6H5ClO/c7-5-3-1-2-4-6(5)8/h1-4,8H	
DB03111	Glucosamine 1-Phosphate	small molecule	experimental			InChIKey=YMJBYRVFGYXULK-GKFJPSPNSA-N	InChI=1S/C6H14NO8P/c7-3-5(10)4(9)2(1-8)14-6(3)15-16(11,12)13/h2-6,8-10H,1,7H2,(H2,11,12,13)/t2-,3-,4-,5-,6+/m0/s1	
DB03112	6-(2-Oxo-Hexahydro-Thieno[3,4-D]Imidazol-4-Yl)-Hexanoic Acid	small molecule	experimental			InChIKey=CUIOUBJXOZHWNJ-NRPADANISA-N	InChI=1S/C11H18N2O3S/c14-9(15)5-3-1-2-4-8-10-7(6-17-8)12-11(16)13-10/h7-8,10H,1-6H2,(H,14,15)(H2,12,13,16)/t7-,8-,10-/m0/s1	
DB03113	3-Fluoro-2-(Phosphonooxy)Propanoic Acid	small molecule	experimental			InChIKey=BNOCDEBUFVJMQI-UWTATZPHSA-N	InChI=1S/C3H6FO6P/c4-1-2(3(5)6)10-11(7,8)9/h2H,1H2,(H,5,6)(H2,7,8,9)/t2-/m1/s1	
DB03114	PAS219	small molecule	experimental			InChIKey=YBEVTZVQKMYQPM-UHFFFAOYSA-N	InChI=1S/C14H19O5P/c15-10-13-8-4-5-9-14(13)19-20(16,17)18-11-12-6-2-1-3-7-12/h4-5,8-10,12H,1-3,6-7,11H2,(H,16,17)	
DB03115	5-Bromo-N-(2,3-Dihydroxypropoxy)-3,4-Difluoro-2-[(2-Fluoro-4-Iodophenyl)Amino]Benzamide	small molecule	experimental			InChIKey=XXSSGBYXSKOLAM-MRVPVSSYSA-N	InChI=1S/C16H13BrF3IN2O4/c17-10-4-9(16(26)23-27-6-8(25)5-24)15(14(20)13(10)19)22-12-2-1-7(21)3-11(12)18/h1-4,8,22,24-25H,5-6H2,(H,23,26)/t8-/m1/s1	
DB03116	5-(1-Carboxy-1-Phosphonooxy-Ethoxyl)-Shikimate-3-Phosphate	small molecule	experimental			InChIKey=QUQKBSPZUVNKIF-CLIVKXMMSA-N	InChI=1S/C10H16O14P2/c1-10(9(14)15,24-26(19,20)21)22-5-2-4(8(12)13)3-6(7(5)11)23-25(16,17)18/h3,5-7,11H,2H2,1H3,(H,12,13)(H,14,15)(H2,16,17,18)(H2,19,20,21)/t5-,6-,7+,10+/m0/s1	
DB03117	2-Carboxypropyl-Coenzyme A	small molecule	experimental			InChIKey=YLEVKEKTOJAHCY-KDBHINKISA-N	InChI=1S/C25H42N7O18P3S/c1-13(24(37)38)9-54-7-6-27-15(33)4-5-28-22(36)19(35)25(2,3)10-47-53(44,45)50-52(42,43)46-8-14-18(49-51(39,40)41)17(34)23(48-14)32-12-31-16-20(26)29-11-30-21(16)32/h11-14,17-19,23,34-35H,4-10H2,1-3H3,(H,27,33)(H,28,36)(H,37,38)(H,42,43)(H,44,45)(H2,26,29,30)(H2,39,40,41)/t13-,14-,17+,18-,19+,23+/m0/s1	
DB03118	1-(5-Chloroindol-3-Yl)-3-Hydroxy-3-(2h-Tetrazol-5-Yl)-Propenone	small molecule	experimental			InChIKey=LKVXXMOMTRBUQI-NYYWCZLTSA-N	InChI=1S/C12H8ClN5O2/c13-6-1-2-9-7(3-6)8(5-14-9)10(19)4-11(20)12-15-17-18-16-12/h1-5,14,20H,(H,15,16,17,18)/b11-4+	
DB03119	Pentane	small molecule	experimental			InChIKey=OFBQJSOFQDEBGM-UHFFFAOYSA-N	InChI=1S/C5H12/c1-3-5-4-2/h3-5H2,1-2H3	
DB03120	Para-Toluene Sulfonate	small molecule	experimental			InChIKey=JOXIMZWYDAKGHI-UHFFFAOYSA-N	InChI=1S/C7H8O3S/c1-6-2-4-7(5-3-6)11(8,9)10/h2-5H,1H3,(H,8,9,10)	
DB03121	1-Benzyl-5-Methoxy-2-Methyl-1h-Indol-3-Yl)-Acetic Acid	small molecule	experimental			InChIKey=ZEKCBTQHDTUHRJ-UHFFFAOYSA-N	InChI=1S/C19H19NO3/c1-13-16(11-19(21)22)17-10-15(23-2)8-9-18(17)20(13)12-14-6-4-3-5-7-14/h3-10H,11-12H2,1-2H3,(H,21,22)	
DB03124	5-[4-(1-Carboxymethyl-2-Oxo-Propylcarbamoyl)-Benzylsulfamoyl]-2-Hydroxy-Benzoic Acid	small molecule	experimental			InChIKey=LBAHOXPDTNUYCX-INIZCTEOSA-N	InChI=1S/C20H20N2O9S/c1-11(23)16(9-18(25)26)22-19(27)13-4-2-12(3-5-13)10-21-32(30,31)14-6-7-17(24)15(8-14)20(28)29/h2-8,16,21,24H,9-10H2,1H3,(H,22,27)(H,25,26)(H,28,29)/t16-/m0/s1	
DB03125	2,4-Diamino-5-(3,4,5-Trimethoxy-Benzyl)-Pyrimidin-1-Ium	small molecule	experimental			InChIKey=IEDVJHCEMCRBQM-UHFFFAOYSA-O	InChI=1S/C14H18N4O3/c1-19-10-5-8(6-11(20-2)12(10)21-3)4-9-7-17-14(16)18-13(9)15/h5-7H,4H2,1-3H3,(H4,15,16,17,18)/p+1	
DB03126	Mant-Adp	small molecule	experimental			InChIKey=QPKUEBLEGWBRHC-HZSPNIEDSA-N	InChI=1S/C18H22N6O10P2/c1-20-11-5-3-2-4-10(11)18(25)33-12-6-14(24-9-23-15-16(19)21-8-22-17(15)24)32-13(12)7-31-36(29,30)34-35(26,27)28/h2-5,8-9,12-14,20H,6-7H2,1H3,(H,29,30)(H2,19,21,22)(H2,26,27,28)/t12-,13+,14-/m1/s1	
DB03127	Benzamidine	small molecule	experimental			InChIKey=PXXJHWLDUBFPOL-UHFFFAOYSA-O	InChI=1S/C7H8N2/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H3,8,9)/p+1	
DB03128	Acetylcholine	small molecule	experimental		Vasodilator Agents|Cholinergic Agonists|Cholinergic Agents	InChIKey=OIPILFWXSMYKGL-UHFFFAOYSA-N	InChI=1S/C7H16NO2/c1-7(9)10-6-5-8(2,3)4/h5-6H2,1-4H3/q+1	A neurotransmitter. Acetylcholine in vertebrates is the major transmitter at neuromuscular junctions, autonomic ganglia, parasympathetic effector junctions, a subset of sympathetic effector junctions, and at many sites in the central nervous system. It is generally not used as an administered drug because it is broken down very rapidly by cholinesterases, but it is useful in some ophthalmological applications. [PubChem]
DB03129	[3-(1,3,2-Dioxaborolan-2-Yloxy)Propyl]Guanidine	small molecule	experimental			InChIKey=QHANCKHXGBJANE-UHFFFAOYSA-O	InChI=1S/C6H14BN3O3/c8-6(9)10-2-1-3-11-7-12-4-5-13-7/h1-5H2,(H4,8,9,10)/p+1	
DB03130	S-P-Nitrobenzyloxycarbonylglutathione	small molecule	experimental			InChIKey=QYFGPQQSJQOGEO-VEVIJQCQSA-N	InChI=1S/C18H24N4O10S/c19-12(17(27)28)5-6-14(23)21-13(16(26)20-7-15(24)25)9-33-18(29)32-8-10-1-3-11(4-2-10)22(30)31/h1-4,12-13,18,29H,5-9,19H2,(H,20,26)(H,21,23)(H,24,25)(H,27,28)/t12-,13+,18+/m0/s1	
DB03132	3-(2-Benzothiazolylthio)-1-Propanesulfonic Acid	small molecule	experimental			InChIKey=XBNHRNFODJOFRU-UHFFFAOYSA-N	InChI=1S/C10H11NO3S3/c12-17(13,14)7-3-6-15-10-11-8-4-1-2-5-9(8)16-10/h1-2,4-5H,3,6-7H2,(H,12,13,14)	
DB03133	2-(Beta-D-Glucopyranosyl)-5-Methyl-1,2,3-Benzimidazole	small molecule	experimental					
DB03134	2-Aminopimelic Acid	small molecule	experimental			InChIKey=JUQLUIFNNFIIKC-YFKPBYRVSA-N	InChI=1S/C7H13NO4/c8-5(7(11)12)3-1-2-4-6(9)10/h5H,1-4,8H2,(H,9,10)(H,11,12)/t5-/m0/s1	
DB03135	[2(Formyl-Hydroxy-Amino)-Ethyl]-Phosphonic Acid	small molecule	experimental			InChIKey=NBAIGNUEKZLOMI-UHFFFAOYSA-N	InChI=1S/C3H8NO5P/c5-3-4(6)1-2-10(7,8)9/h3,6H,1-2H2,(H2,7,8,9)	
DB03136	4-Iodobenzo[B]Thiophene-2-Carboxamidine	small molecule	experimental			InChIKey=YERQOXAYAFWFEJ-UHFFFAOYSA-O	InChI=1S/C9H7IN2S/c10-6-2-1-3-7-5(6)4-8(13-7)9(11)12/h1-4H,(H3,11,12)/p+1	
DB03137	8-(2,5-Dimethoxy-Benzyl)-2-Fluoro-9-Pent-9h-Purin-6-Ylamine	small molecule	experimental			InChIKey=RMOYVWKKOKERSW-UHFFFAOYSA-N	InChI=1S/C19H20FN5O2/c1-4-5-6-9-25-15(22-16-17(21)23-19(20)24-18(16)25)11-12-10-13(26-2)7-8-14(12)27-3/h1,7-8,10H,5-6,9,11H2,2-3H3,(H2,21,23,24)	
DB03138	Perchlorate Ion	small molecule	experimental			InChIKey=VLTRZXGMWDSKGL-UHFFFAOYSA-M	InChI=1S/ClHO4/c2-1(3,4)5/h(H,2,3,4,5)/p-1	
DB03139	6-[5-(2-Oxo-Hexahydro-Thieno[3,4-D]Imidazol-4-Yl)-Pentanoylamino]-Hexanoic Acid	small molecule	experimental			InChIKey=CMUGHZFPFWNUQT-HUBLWGQQSA-N	InChI=1S/C16H27N3O4S/c20-13(17-9-5-1-2-8-14(21)22)7-4-3-6-12-15-11(10-24-12)18-16(23)19-15/h11-12,15H,1-10H2,(H,17,20)(H,21,22)(H2,18,19,23)/t11-,12-,15-/m0/s1	
DB03140	4-Carboxyphenylboronic Acid	small molecule	experimental			InChIKey=SIAVMDKGVRXFAX-UHFFFAOYSA-N	InChI=1S/C7H7BO4/c9-7(10)5-1-3-6(4-2-5)8(11)12/h1-4,11-12H,(H,9,10)	
DB03141	3-({5-Benzyl-6-Hydroxy-2,4-Bis-(4-Hydroxy-Benzyl)-3-Oxo-[1,2,4]-Triazepane-1-Sulfonyl)-Benzonitrile	small molecule	experimental			InChIKey=UYUWNNRWESUYOB-FIRIVFDPSA-N	InChI=1S/C32H30N4O6S/c33-19-26-7-4-8-29(17-26)43(41,42)36-22-31(39)30(18-23-5-2-1-3-6-23)34(20-24-9-13-27(37)14-10-24)32(40)35(36)21-25-11-15-28(38)16-12-25/h1-17,30-31,37-39H,18,20-22H2/t30-,31-/m1/s1	
DB03142	Alpha-L-Arabinose	small molecule	experimental			InChIKey=HMFHBZSHGGEWLO-QMKXCQHVSA-N	InChI=1S/C5H10O5/c6-1-2-3(7)4(8)5(9)10-2/h2-9H,1H2/t2-,3-,4+,5+/m0/s1	
DB03143	Nonan-1-Ol	small molecule	experimental			InChIKey=ZWRUINPWMLAQRD-UHFFFAOYSA-N	InChI=1S/C9H20O/c1-2-3-4-5-6-7-8-9-10/h10H,2-9H2,1H3	
DB03144	N-Omega-Hydroxy-L-Arginine	small molecule	experimental			InChIKey=FQWRAVYMZULPNK-BYPYZUCNSA-N	InChI=1S/C6H14N4O3/c7-4(5(11)12)2-1-3-9-6(8)10-13/h4,13H,1-3,7H2,(H,11,12)(H3,8,9,10)/t4-/m0/s1	
DB03145	4-Methyl-5-Hydroxyethylthiazole Phosphate	small molecule	experimental			InChIKey=OCYMERZCMYJQQO-UHFFFAOYSA-N	InChI=1S/C6H10NO4PS/c1-5-6(13-4-7-5)2-3-11-12(8,9)10/h4H,2-3H2,1H3,(H2,8,9,10)	
DB03146	2-Deazo-6-Thiophosphate Guanosine-5'-Monophosphate	small molecule	experimental			InChIKey=NYBPOGVUIOPXHI-KMPDEGCQSA-O	InChI=1S/C10H14N4O10P2S/c15-6-4(1-23-25(17,18)19)24-10(7(6)16)14-3-13-5-8(14)11-2-12-9(5)27-26(20,21)22/h2-4,6-7,10,15-16H,1H2,(H2,17,18,19)(H2,20,21,22)/p+1/t4-,6-,7+,10+/m1/s1	
DB03147	Flavin adenine dinucleotide	small molecule	approved			InChIKey=VWWQXMAJTJZDQX-UYBVJOGSSA-N	InChI=1S/C27H33N9O15P2/c1-10-3-12-13(4-11(10)2)35(24-18(32-12)25(42)34-27(43)33-24)5-14(37)19(39)15(38)6-48-52(44,45)51-53(46,47)49-7-16-20(40)21(41)26(50-16)36-9-31-17-22(28)29-8-30-23(17)36/h3-4,8-9,14-16,19-21,26,37-41H,5-7H2,1-2H3,(H,44,45)(H,46,47)(H2,28,29,30)(H,34,42,43)/t14-,15+,16+,19-,20+,21+,26+/m0/s1	"A condensation product of riboflavin and adenosine diphosphate. The coenzyme of various aerobic dehydrogenases, e.g., D-amino acid oxidase and L-amino acid oxidase. (Lehninger, Principles of Biochemistry, 1982, p972)
Flavin adenine dinucleotide is approved for use in Japan under the trade name Adeflavin as an ophthalmic treatment for vitamin B2 deficiency."
DB03148	Phosphomethylphosphonic Acid Adenosyl Ester	small molecule	experimental			InChIKey=OLCWZBFDIYXLAA-WOIOKPISSA-N	InChI=1S/C11H17N5O9P2/c12-9-6-10(14-2-13-9)16(3-15-6)11-8(18)7(17)5(25-11)1-24-27(22,23)4-26(19,20)21/h2-3,5,7-8,11,17-18H,1,4H2,(H,22,23)(H2,12,13,14)(H2,19,20,21)/t5-,7-,8+,11+/m0/s1	
DB03149	Phenylalanylmethane	small molecule	experimental			InChIKey=RTUDQBPZFFIRAD-UHFFFAOYSA-N	InChI=1S/C10H13NO/c1-8(12)10(11)7-9-5-3-2-4-6-9/h2-6,10H,7,11H2,1H3	
DB03150	2',3'-Dideoxythymidine-5'-Monophosphate	small molecule	experimental			InChIKey=WVNRRNJFRREKAR-JGVFFNPUSA-N	InChI=1S/C10H15N2O7P/c1-6-4-12(10(14)11-9(6)13)8-3-2-7(19-8)5-18-20(15,16)17/h4,7-8H,2-3,5H2,1H3,(H,11,13,14)(H2,15,16,17)/t7-,8+/m0/s1	
DB03151	(Mu-4-Sulfido)-Tetra-Nuclear Copper Ion	small molecule	experimental			InChIKey=IGIWMDIIFLPFOP-UHFFFAOYSA-N	InChI=1S/4Cu.S	
DB03152	B-2-Octylglucoside	small molecule	experimental			InChIKey=BVHPDIWLWHHJPD-RKQHYHRCSA-N	InChI=1S/C14H28O6/c1-2-3-4-5-6-7-8-19-13-12(17)11(16)10(9-15)20-14(13)18/h10-18H,2-9H2,1H3/t10-,11-,12+,13-,14-/m1/s1	
DB03153	3h-Pyrazolo[4,3-D]Pyrimidin-7-Ol	small molecule	experimental			InChIKey=OGCXIHWGXUQTCQ-UHFFFAOYSA-N	InChI=1S/C5H4N4O/c10-5-4-3(1-8-9-4)6-2-7-5/h2H,1H2,(H,6,7,10)	
DB03154	{[7-(Difluoro-Phosphono-Methyl)-Naphthalen-2-Yl]-Difluoro-Methyl}-Phosphonic Acid	small molecule	experimental			InChIKey=VHKBLEYUHBIBNR-UHFFFAOYSA-N	InChI=1S/C12H10F4O6P2/c13-11(14,23(17,18)19)9-3-1-7-2-4-10(6-8(7)5-9)12(15,16)24(20,21)22/h1-6H,(H2,17,18,19)(H2,20,21,22)	
DB03155	1-(2-Deoxy-2-Fluoro-3-O-Phosphono-Beta-L-Ribofuranosyl)Pyrimidine-2,4(1h,3h)-Dione	small molecule	experimental			InChIKey=IFIXUMAFUNKIAA-MLQRGLMKSA-N	InChI=1S/C9H12FN2O8P/c10-6-7(20-21(16,17)18)4(3-13)19-8(6)12-2-1-5(14)11-9(12)15/h1-2,4,6-8,13H,3H2,(H,11,14,15)(H2,16,17,18)/t4-,6+,7+,8+/m0/s1	
DB03156	D-Glucuronic Acid	small molecule	experimental			InChIKey=AEMOLEFTQBMNLQ-QIUUJYRFSA-N	InChI=1S/C6H10O7/c7-1-2(8)4(5(10)11)13-6(12)3(1)9/h1-4,6-9,12H,(H,10,11)/t1-,2-,3+,4-,6+/m0/s1	
DB03157	N,O-Didansyl-L-Tyrosine	small molecule	experimental			InChIKey=LUBOPDUYHWABFG-MUUNZHRXSA-N	InChI=1S/C33H33N3O7S2/c1-35(2)29-13-5-11-26-24(29)9-7-15-31(26)44(39,40)34-28(33(37)38)21-22-17-19-23(20-18-22)43-45(41,42)32-16-8-10-25-27(32)12-6-14-30(25)36(3)4/h5-20,28,34H,21H2,1-4H3,(H,37,38)/t28-/m1/s1	
DB03158	D-Myo-Inositol-1,4-Bisphosphate	small molecule	experimental			InChIKey=PELZSPZCXGTUMR-HYDKFDCNSA-N	InChI=1S/C6H14O12P2/c7-1-2(8)6(18-20(14,15)16)4(10)3(9)5(1)17-19(11,12)13/h1-10H,(H2,11,12,13)(H2,14,15,16)/t1-,2-,3+,4+,5+,6+	
DB03159	CRA_8696	small molecule	experimental			InChIKey=GAVRMVQHHVMXFD-UHFFFAOYSA-N	InChI=1S/C21H17N3O/c22-21(23)14-9-10-18-15(11-14)12-19(24-18)17-8-4-7-16(20(17)25)13-5-2-1-3-6-13/h1-12,24-25H,(H3,22,23)	
DB03160	N-Pyridoxyl-7-Keto-8-Aminopelargonic Acid-5'-Monophosphate	small molecule	experimental			InChIKey=YXEXNGWPUWJMIT-LLVKDONJSA-N	InChI=1S/C17H27N2O8P/c1-11(15(20)6-4-3-5-7-16(21)22)19-9-14-13(10-27-28(24,25)26)8-18-12(2)17(14)23/h8,11,19,23H,3-7,9-10H2,1-2H3,(H,21,22)(H2,24,25,26)/t11-/m1/s1	
DB03161	Thymidine-5'-Diphospho-Beta-D-Xylose	small molecule	experimental			InChIKey=AJUADKZRQSBUAK-BYMGEYMMSA-N	InChI=1S/C15H24N2O15P2/c1-6-3-17(15(23)16-13(6)22)10-2-7(18)9(30-10)5-29-33(24,25)32-34(26,27)31-14-12(21)11(20)8(19)4-28-14/h3,7-12,14,18-21H,2,4-5H2,1H3,(H,24,25)(H,26,27)(H,16,22,23)/t7-,8+,9+,10-,11-,12+,14-/m1/s1	
DB03162	4-Hydroxy-1,2,5-Thiadiazole-3-Carboxylic Acid	small molecule	experimental			InChIKey=FVZITYNLUYJDOE-UHFFFAOYSA-N	InChI=1S/C3H2N2O3S/c6-2-1(3(7)8)4-9-5-2/h(H,5,6)(H,7,8)	
DB03163	(2-[2-Ketopropylthio]Ethanesulfonate	small molecule	experimental			InChIKey=CRNXHFXAXBWIRH-UHFFFAOYSA-N	InChI=1S/C5H10O4S2/c1-5(6)4-10-2-3-11(7,8)9/h2-4H2,1H3,(H,7,8,9)	
DB03164	6-Amino-1-Methylpurine	small molecule	experimental					
DB03165	2-Dimethylamino-Ethyl-Diphosphate	small molecule	experimental			InChIKey=QGKJQRINUQGSJM-UHFFFAOYSA-N	InChI=1S/C4H13NO7P2/c1-5(2)3-4-11-14(9,10)12-13(6,7)8/h3-4H2,1-2H3,(H,9,10)(H2,6,7,8)	
DB03166	Acetic acid	small molecule	approved	S02AA10|G01AD02	Indicators and Reagents|Anti-Bacterial Agents	InChIKey=QTBSBXVTEAMEQO-UHFFFAOYSA-M	InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)/p-1	Acetic acid is a product of the oxidation of ethanol and of the destructive distillation of wood. It is used locally, occasionally internally, as a counterirritant and also as a reagent. (Stedman, 26th ed) Acetic acid otic (for the ear) is an antibiotic that treats infections caused by bacteria or fungus.
DB03167	Pentabromophenol	small molecule	experimental			InChIKey=SVHOVVJFOWGYJO-UHFFFAOYSA-N	InChI=1S/C6HBr5O/c7-1-2(8)4(10)6(12)5(11)3(1)9/h12H	
DB03168	Nicotinamide Adenine Dinucleotide Cyclohexanone	small molecule	experimental			InChIKey=HTFHWJHTWKCYLR-RMBGOBTOSA-N	InChI=1S/C27H35N7O15P2/c28-23-18-25(31-10-30-23)34(11-32-18)27-22(39)20(37)17(48-27)9-46-51(43,44)49-50(41,42)45-8-16-19(36)21(38)26(47-16)33-6-5-12(14(7-33)24(29)40)13-3-1-2-4-15(13)35/h5-7,10-11,13,16-17,19-22,26-27,36-39H,1-4,8-9H2,(H5-,28,29,30,31,40,41,42,43,44)/t13-,16-,17-,19-,20-,21+,22+,26+,27+/m0/s1	
DB03169	(S)-Hmg-Coa	small molecule	experimental					
DB03170	Dephospho Coenzyme A	small molecule	experimental			InChIKey=KDTSHFARGAKYJN-OIODXMIOSA-N	InChI=1S/C21H35N7O13P2S/c1-21(2,16(32)19(33)24-4-3-12(29)23-5-6-44)8-39-43(36,37)41-42(34,35)38-7-11-14(30)15(31)20(40-11)28-10-27-13-17(22)25-9-26-18(13)28/h9-11,14-16,20,30-32,44H,3-8H2,1-2H3,(H,23,29)(H,24,33)(H,34,35)(H,36,37)(H2,22,25,26)/t11-,14-,15+,16-,20+/m0/s1	
DB03171	Indole-3-Propanol Phosphate	small molecule	experimental			InChIKey=NKEZSFZOUIIZFL-UHFFFAOYSA-N	InChI=1S/C11H14NO4P/c13-17(14,15)16-7-3-4-9-8-12-11-6-2-1-5-10(9)11/h1-2,5-6,8,12H,3-4,7H2,(H2,13,14,15)	
DB03172	Tubercidin	small molecule	experimental		Antibiotics, Antineoplastic|Antimetabolites, Antineoplastic	InChIKey=HDZZVAMISRMYHH-LITAXDCLSA-N	InChI=1S/C11H14N4O4/c12-9-5-1-2-15(10(5)14-4-13-9)11-8(18)7(17)6(3-16)19-11/h1-2,4,6-8,11,16-18H,3H2,(H2,12,13,14)/t6-,7-,8+,11+/m0/s1	An antibiotic purine ribonucleoside that readily substitutes for adenosine in the biological system, but its incorporation into DNA and RNA has an inhibitory effect on the metabolism of these nucleic acids. [PubChem]
DB03173	CRA_10433	small molecule	experimental			InChIKey=CFSQPEBVGUSQII-UHFFFAOYSA-N	InChI=1S/C20H21N3O2/c21-20(22)12-8-9-16-13(10-12)11-17(23-16)15-6-3-7-18(19(15)24)25-14-4-1-2-5-14/h3,6-11,14,23-24H,1-2,4-5H2,(H3,21,22)	
DB03174	Phosphonoacetaldehyde	small molecule	experimental			InChIKey=YEMKIGUKNDOZEG-UHFFFAOYSA-N	InChI=1S/C2H5O4P/c3-1-2-7(4,5)6/h1H,2H2,(H2,4,5,6)	
DB03175	1-Proponol	small molecule	experimental			InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N	InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3	A colorless liquid made by oxidation of aliphatic hydrocarbons that is used as a solvent and chemical intermediate. [PubChem]
DB03176	3,5-Dichloro-4-[(4-Hydroxy-3-Isopropylphenoxy)Phenylacetic Acid	small molecule	experimental			InChIKey=OZYQIQVPUZANTM-UHFFFAOYSA-N	InChI=1S/C17H16Cl2O4/c1-9(2)12-8-11(3-4-15(12)20)23-17-13(18)5-10(6-14(17)19)7-16(21)22/h3-6,8-9,20H,7H2,1-2H3,(H,21,22)	
DB03177	5-methylbenzimidazole	small molecule	experimental		Anti-Bacterial Agents	InChIKey=RWXZXCZBMQPOBF-UHFFFAOYSA-N	InChI=1S/C8H8N2/c1-6-2-3-7-8(4-6)10-5-9-7/h2-5H,1H3,(H,9,10)	
DB03178	Guanosine-2',3'-Cyclophosphorothioate	small molecule	experimental			InChIKey=QZEROIIFJLCOOE-PDBXSDAOSA-N	InChI=1S/C10H12N5O6PS/c11-10-13-7-4(8(17)14-10)12-2-15(7)9-6-5(3(1-16)19-9)20-22(18,23)21-6/h2-3,5-6,9,16H,1H2,(H,18,23)(H3,11,13,14,17)/t3-,5+,6+,9+,22+/m1/s1	
DB03179	Sinapoyl Coenzyme A	small molecule	experimental			InChIKey=HJGDVDUGXUSOGA-YMVOPXNESA-N	InChI=1S/C32H44N7O20P3S/c1-31(2)29(32(31,45)30(44)35-8-7-20(40)34-9-10-63-21(41)6-5-16-11-17(53-3)23(42)18(12-16)54-4)58-62(51,52)59-61(49,50)55-13-19-25(57-60(46,47)48)24(43)28(56-19)39-15-38-22-26(33)36-14-37-27(22)39/h5-6,11-12,14-15,19,24-25,28-29,42-43,45H,7-10,13H2,1-4H3,(H,34,40)(H,35,44)(H,49,50)(H,51,52)(H2,33,36,37)(H2,46,47,48)/b6-5+/t19-,24+,25-,28-,29-,32-/m1/s1	
DB03180	4,5-Dimethyl-1,2-Phenylenediamine	small molecule	experimental			InChIKey=XSZYBMMYQCYIPC-UHFFFAOYSA-N	InChI=1S/C8H12N2/c1-5-3-7(9)8(10)4-6(5)2/h3-4H,9-10H2,1-2H3	
DB03181	2-[4-(4-Hydroxy-3-Isopropyl-Phenoxy)-3,5-Dimethyl-Phenyl]-2h-[1,2,4]Triazine-3,5-Dione	small molecule	experimental			InChIKey=RXQAVKWRCZYGMV-UHFFFAOYSA-N	InChI=1S/C20H21N3O4/c1-11(2)16-9-15(5-6-17(16)24)27-19-12(3)7-14(8-13(19)4)23-20(26)22-18(25)10-21-23/h5-11,24H,1-4H3,(H,22,25,26)	
DB03182	Alpha-Fluoro-Carboxymethyldethia Coenzyme a Complex	small molecule	experimental			InChIKey=JYRBBNPCUSRRNJ-MJOCJWJMSA-N	InChI=1S/C23H37FN7O18P3/c1-23(2,17(34)20(35)27-6-4-13(32)26-5-3-11(24)22(36)37)8-46-52(43,44)49-51(41,42)45-7-12-16(48-50(38,39)40)15(33)21(47-12)31-10-30-14-18(25)28-9-29-19(14)31/h9-12,15-17,21,33-34H,3-8H2,1-2H3,(H,26,32)(H,27,35)(H,36,37)(H,41,42)(H,43,44)(H2,25,28,29)(H2,38,39,40)/t11-,12-,15+,16-,17-,21+/m0/s1	
DB03183	1-(4-Aminophenyl)-3,5-Dimethyl-1h-Pyrazole-4-Carboxylic Acid Ethyl Ester	small molecule	experimental			InChIKey=FIEYZIRYXYDMSK-UHFFFAOYSA-N	InChI=1S/C14H17N3O2/c1-4-19-14(18)13-9(2)16-17(10(13)3)12-7-5-11(15)6-8-12/h5-8H,4,15H2,1-3H3	
DB03184	5-Amino-3-Methyl-Pyrrolidine-2-Carboxylic Acid	small molecule	experimental			InChIKey=ZELPFFKOULVLMW-YUPRTTJUSA-N	InChI=1S/C6H12N2O2/c1-3-2-4(7)8-5(3)6(9)10/h3-5,8H,2,7H2,1H3,(H,9,10)/t3-,4-,5-/m0/s1	
